"x","y","elevation"
-113.013333212799,37.5125000964992,2680
-113.012499879466,37.5125000964992,2672
-113.011666546133,37.5125000964992,2660
-113.010833212799,37.5125000964992,2648
-113.009999879466,37.5125000964992,2627
-113.009166546133,37.5125000964992,2590
-113.008333212799,37.5125000964992,2553
-113.007499879466,37.5125000964992,2529
-113.006666546133,37.5125000964992,2510
-113.0058332128,37.5125000964992,2476
-113.004999879466,37.5125000964992,2461
-113.004166546133,37.5125000964992,2477
-113.0033332128,37.5125000964992,2506
-113.002499879466,37.5125000964992,2552
-113.001666546133,37.5125000964992,2592
-113.0008332128,37.5125000964992,2602
-112.999999879467,37.5125000964992,2613
-112.999166546133,37.5125000964992,2642
-112.9983332128,37.5125000964992,2676
-112.997499879467,37.5125000964992,2695
-112.996666546134,37.5125000964992,2702
-112.9958332128,37.5125000964992,2701
-112.994999879467,37.5125000964992,2691
-112.994166546134,37.5125000964992,2684
-112.9933332128,37.5125000964992,2675
-112.992499879467,37.5125000964992,2660
-112.991666546134,37.5125000964992,2642
-112.990833212801,37.5125000964992,2624
-112.989999879467,37.5125000964992,2603
-112.989166546134,37.5125000964992,2617
-112.988333212801,37.5125000964992,2641
-112.987499879467,37.5125000964992,2659
-112.986666546134,37.5125000964992,2675
-112.985833212801,37.5125000964992,2686
-112.984999879468,37.5125000964992,2694
-112.984166546134,37.5125000964992,2696
-112.983333212801,37.5125000964992,2696
-112.982499879468,37.5125000964992,2699
-112.981666546135,37.5125000964992,2695
-112.980833212801,37.5125000964992,2687
-112.979999879468,37.5125000964992,2682
-112.979166546135,37.5125000964992,2675
-112.978333212801,37.5125000964992,2665
-112.977499879468,37.5125000964992,2655
-112.976666546135,37.5125000964992,2653
-112.975833212802,37.5125000964992,2665
-112.974999879468,37.5125000964992,2676
-112.974166546135,37.5125000964992,2683
-112.973333212802,37.5125000964992,2683
-112.972499879469,37.5125000964992,2677
-112.971666546135,37.5125000964992,2666
-112.970833212802,37.5125000964992,2664
-112.969999879469,37.5125000964992,2665
-112.969166546135,37.5125000964992,2669
-112.968333212802,37.5125000964992,2667
-112.967499879469,37.5125000964992,2659
-112.966666546136,37.5125000964992,2649
-112.965833212802,37.5125000964992,2640
-112.964999879469,37.5125000964992,2630
-112.964166546136,37.5125000964992,2623
-112.963333212802,37.5125000964992,2617
-112.962499879469,37.5125000964992,2609
-112.961666546136,37.5125000964992,2607
-112.960833212803,37.5125000964992,2605
-112.959999879469,37.5125000964992,2603
-112.959166546136,37.5125000964992,2597
-112.958333212803,37.5125000964992,2587
-112.95749987947,37.5125000964992,2578
-112.956666546136,37.5125000964992,2571
-112.955833212803,37.5125000964992,2567
-112.95499987947,37.5125000964992,2569
-112.954166546136,37.5125000964992,2567
-112.953333212803,37.5125000964992,2564
-112.95249987947,37.5125000964992,2566
-112.951666546137,37.5125000964992,2562
-112.950833212803,37.5125000964992,2553
-112.94999987947,37.5125000964992,2537
-112.949166546137,37.5125000964992,2522
-112.948333212803,37.5125000964992,2508
-112.94749987947,37.5125000964992,2496
-112.946666546137,37.5125000964992,2497
-112.945833212804,37.5125000964992,2503
-112.94499987947,37.5125000964992,2514
-112.944166546137,37.5125000964992,2518
-112.943333212804,37.5125000964992,2522
-112.94249987947,37.5125000964992,2525
-112.941666546137,37.5125000964992,2531
-112.940833212804,37.5125000964992,2533
-112.939999879471,37.5125000964992,2530
-112.939166546137,37.5125000964992,2531
-112.938333212804,37.5125000964992,2529
-112.937499879471,37.5125000964992,2517
-112.936666546138,37.5125000964992,2508
-112.935833212804,37.5125000964992,2504
-112.934999879471,37.5125000964992,2494
-112.934166546138,37.5125000964992,2451
-112.933333212804,37.5125000964992,2377
-112.932499879471,37.5125000964992,2327
-112.931666546138,37.5125000964992,2285
-112.930833212805,37.5125000964992,2274
-112.929999879471,37.5125000964992,2299
-112.929166546138,37.5125000964992,2349
-112.928333212805,37.5125000964992,2430
-112.927499879471,37.5125000964992,2462
-112.926666546138,37.5125000964992,2471
-112.925833212805,37.5125000964992,2468
-112.924999879472,37.5125000964992,2462
-112.924166546138,37.5125000964992,2452
-112.923333212805,37.5125000964992,2459
-112.922499879472,37.5125000964992,2472
-112.921666546139,37.5125000964992,2483
-112.920833212805,37.5125000964992,2493
-112.919999879472,37.5125000964992,2503
-112.919166546139,37.5125000964992,2509
-112.918333212805,37.5125000964992,2499
-112.917499879472,37.5125000964992,2487
-112.916666546139,37.5125000964992,2478
-112.915833212806,37.5125000964992,2468
-112.914999879472,37.5125000964992,2455
-112.914166546139,37.5125000964992,2442
-112.913333212806,37.5125000964992,2435
-112.912499879472,37.5125000964992,2428
-112.911666546139,37.5125000964992,2420
-112.910833212806,37.5125000964992,2412
-112.909999879473,37.5125000964992,2396
-112.909166546139,37.5125000964992,2381
