factor_id,purity,n_articles,factor_rank,factor_label
32233,0.8125311319767853,67,560,560 | factor 32233
13378,0.8124609918560695,38,561,561 | factor 13378
16768,0.8124373726218372,29,562,562 | factor 16768
29240,0.812411999925827,68,563,563 | factor 29240
2673,0.8123062223173968,139,564,564 | factor 2673
6544,0.8121070931505185,297,565,565 | factor 6544
16844,0.8117518937592114,106,566,566 | factor 16844
4868,0.8116342534570918,169,567,567 | factor 4868
16607,0.8115277791767063,179,568,568 | factor 16607
4191,0.8113887786063194,20,569,569 | factor 4191
27087,0.8112575475359872,22,570,570 | factor 27087
2613,0.8111126185928142,1092,571,571 | factor 2613
15575,0.8109785903749056,25,572,572 | factor 15575
27528,0.8109341458772772,81,573,573 | factor 27528
13032,0.8108448262945838,220,574,574 | factor 13032
7207,0.8103356846873557,45,575,575 | factor 7207
18096,0.8101045465098763,31,576,576 | factor 18096
22128,0.8099958715543116,20,577,577 | factor 22128
5313,0.8099893216913594,134,578,578 | factor 5313
2555,0.8095436866093678,24,579,579 | factor 2555
7871,0.8091076791382698,27,580,580 | factor 7871
13875,0.8089593038740311,26,581,581 | factor 13875
19289,0.8087559928931973,79,582,582 | factor 19289
17060,0.8083552862941963,27,583,583 | factor 17060
28348,0.808287747955499,20,584,584 | factor 28348
8392,0.8082861828802096,85,585,585 | factor 8392
14122,0.808183134325365,91,586,586 | factor 14122
30877,0.8081286434424109,27,587,587 | factor 30877
30334,0.8079956333244069,35,588,588 | factor 30334
24354,0.8078874961659843,46,589,589 | factor 24354
10464,0.8077958091282426,49,590,590 | factor 10464
13263,0.8077483167090145,39,591,591 | factor 13263
3351,0.8072287748002098,56,592,592 | factor 3351
11953,0.8068341377481264,90,593,593 | factor 11953
24451,0.8063806236317462,111,594,594 | factor 24451
1732,0.8062821498024486,27,595,595 | factor 1732
9680,0.8062763155463242,31,596,596 | factor 9680
189,0.8062699189007363,98,597,597 | factor 189
18586,0.8060841783339177,35,598,598 | factor 18586
6344,0.806025279676783,20,599,599 | factor 6344
21184,0.8054757984454729,53,600,600 | factor 21184
14098,0.8054292160723355,43,601,601 | factor 14098
32246,0.8052365109132211,25,602,602 | factor 32246
8313,0.805049708303108,28,603,603 | factor 8313
25556,0.8049928047498187,219,604,604 | factor 25556
23977,0.8043992772139934,129,605,605 | factor 23977
7130,0.8042459393867465,49,606,606 | factor 7130
17754,0.8041343662218801,54,607,607 | factor 17754
15465,0.8040329211591024,22,608,608 | factor 15465
5206,0.8038304832355967,184,609,609 | factor 5206
8081,0.8037875705674679,35,610,610 | factor 8081
4064,0.8036267033576521,23,611,611 | factor 4064
32361,0.8036106747081116,190,612,612 | factor 32361
24962,0.8036059195436799,155,613,613 | factor 24962
28869,0.803529634744287,110,614,614 | factor 28869
19800,0.8034257169850286,33,615,615 | factor 19800
8076,0.8031222527053625,32,616,616 | factor 8076
27178,0.8029558438261333,138,617,617 | factor 27178
11147,0.8028610606292734,307,618,618 | factor 11147
17348,0.8027719641205254,20,619,619 | factor 17348
17661,0.8026567978232404,755,620,620 | factor 17661
32734,0.8024598290421641,21,621,621 | factor 32734
25319,0.8023440258927312,27,622,622 | factor 25319
23095,0.8023074255852248,194,623,623 | factor 23095
13368,0.8019574126697494,44,624,624 | factor 13368
18517,0.8017864476484327,69,625,625 | factor 18517
4085,0.8016171547037201,23,626,626 | factor 4085
15901,0.8011577423022348,48,627,627 | factor 15901
8333,0.8007119879238097,89,628,628 | factor 8333
2982,0.8007066468950976,79,629,629 | factor 2982
25379,0.8002596395998608,58,630,630 | factor 25379
22252,0.800007439827763,58,631,631 | factor 22252
3652,0.7999329269211629,41,632,632 | factor 3652
15744,0.7997204051515144,153,633,633 | factor 15744
21429,0.7997033807006892,88,634,634 | factor 21429
721,0.7995392255451783,81,635,635 | factor 721
9618,0.799316475410827,134,636,636 | factor 9618
24929,0.7992111009214476,83,637,637 | factor 24929
28856,0.7990447783244579,116,638,638 | factor 28856
18210,0.7989667758459367,82,639,639 | factor 18210
22221,0.7985729965441326,118,640,640 | factor 22221
29990,0.7983935115066912,221,641,641 | factor 29990
5631,0.7980433664476219,742,642,642 | factor 5631
20339,0.7978923675634968,44,643,643 | factor 20339
4624,0.7973311114765929,88,644,644 | factor 4624
12848,0.7972686074486603,56,645,645 | factor 12848
3378,0.7972313863678611,128,646,646 | factor 3378
12112,0.7970970016319879,21,647,647 | factor 12112
18873,0.7968430651838919,22,648,648 | factor 18873
13607,0.7968080830366593,177,649,649 | factor 13607
6942,0.7964372332606915,90,650,650 | factor 6942
22920,0.796190356326823,45,651,651 | factor 22920
12663,0.7953903597208405,92,652,652 | factor 12663
27795,0.7951610441051019,87,653,653 | factor 27795
2917,0.7951381527015505,251,654,654 | factor 2917
7070,0.7951248055527484,51,655,655 | factor 7070
23353,0.7950277318508036,24,656,656 | factor 23353
20894,0.794790678613343,134,657,657 | factor 20894
6809,0.7946543764441921,32,658,658 | factor 6809
23243,0.7944341131240147,67,659,659 | factor 23243
9220,0.7942280717305813,696,660,660 | factor 9220
20262,0.7940832923092914,123,661,661 | factor 20262
28790,0.7939769037288825,327,662,662 | factor 28790
20568,0.7938280865225671,92,663,663 | factor 20568
4093,0.7935865455109755,21,664,664 | factor 4093
7352,0.7934008387869577,623,665,665 | factor 7352
19247,0.7930802543442389,72,666,666 | factor 19247
10952,0.7930595260877643,329,667,667 | factor 10952
31360,0.7928769901558453,20,668,668 | factor 31360
31791,0.7928058057099003,399,669,669 | factor 31791
26366,0.7923769270901233,65,670,670 | factor 26366
20913,0.7921319108935528,27,671,671 | factor 20913
15200,0.792111371506181,450,672,672 | factor 15200
15760,0.7913992786421686,116,673,673 | factor 15760
16403,0.7913449085091828,149,674,674 | factor 16403
23617,0.7913400190935242,35,675,675 | factor 23617
22947,0.7911657730611029,84,676,676 | factor 22947
21733,0.791092205276672,32,677,677 | factor 21733
3895,0.7910584230564124,133,678,678 | factor 3895
5807,0.7909927679545116,43,679,679 | factor 5807
7101,0.7908213930488102,122,680,680 | factor 7101
14657,0.7904980904382376,229,681,681 | factor 14657
9201,0.7902701612267673,49,682,682 | factor 9201
30696,0.7897905178599951,172,683,683 | factor 30696
200,0.7893221069270041,66,684,684 | factor 200
14323,0.7890361006585668,40,685,685 | factor 14323
7619,0.7889749871688546,259,686,686 | factor 7619
28109,0.7887223524428756,34,687,687 | factor 28109
4190,0.7885225147773317,40,688,688 | factor 4190
13464,0.788371522357189,349,689,689 | factor 13464
10328,0.7881500467702616,30,690,690 | factor 10328
5762,0.7880924728492946,59,691,691 | factor 5762
14682,0.7879792512747806,20,692,692 | factor 14682
22300,0.7878804149580715,38,693,693 | factor 22300
20704,0.7878400174785438,42,694,694 | factor 20704
4525,0.787489397002456,55,695,695 | factor 4525
28976,0.7872311439898811,43,696,696 | factor 28976
26516,0.7870945610183586,68,697,697 | factor 26516
19773,0.7868117008779482,24,698,698 | factor 19773
385,0.7867642970678971,56,699,699 | factor 385
29357,0.7867201901928373,35,700,700 | factor 29357
12211,0.7866093437356859,23,701,701 | factor 12211
23307,0.7861559085131069,32,702,702 | factor 23307
28141,0.7860143033112014,37,703,703 | factor 28141
21460,0.7858001555887705,153,704,704 | factor 21460
31939,0.7857963219073008,170,705,705 | factor 31939
18459,0.7857615706871695,94,706,706 | factor 18459
16292,0.7857614300852207,127,707,707 | factor 16292
27025,0.7857455721393477,35,708,708 | factor 27025
26478,0.7855786093841086,31,709,709 | factor 26478
31069,0.7854479221816034,28,710,710 | factor 31069
30228,0.7853378351657645,719,711,711 | factor 30228
560,0.7853367689895322,118,712,712 | factor 560
25611,0.7846672245302433,26,713,713 | factor 25611
22172,0.784644891169449,129,714,714 | factor 22172
22846,0.7844994279273478,30,715,715 | factor 22846
10842,0.7843654654504201,464,716,716 | factor 10842
28820,0.7840797830425578,23,717,717 | factor 28820
13429,0.783942054637236,86,718,718 | factor 13429
4214,0.7838500692279446,45,719,719 | factor 4214
11691,0.7838372808246108,76,720,720 | factor 11691
24367,0.7835411961349152,133,721,721 | factor 24367
31188,0.7835370628889221,47,722,722 | factor 31188
17818,0.7835253430852696,30,723,723 | factor 17818
31141,0.7834025239842711,261,724,724 | factor 31141
6224,0.7831836664010404,151,725,725 | factor 6224
7587,0.7829059530730629,30,726,726 | factor 7587
27468,0.7826158870880188,33,727,727 | factor 27468
903,0.7816882896899756,32,728,728 | factor 903
29824,0.7816304658571576,54,729,729 | factor 29824
21924,0.7815722954900762,38,730,730 | factor 21924
12624,0.7815044298754455,86,731,731 | factor 12624
17789,0.7814590378353159,55,732,732 | factor 17789
12255,0.7813439360851969,20,733,733 | factor 12255
12744,0.7811864790597287,96,734,734 | factor 12744
4933,0.781010266708711,93,735,735 | factor 4933
3407,0.7809836332880747,78,736,736 | factor 3407
6985,0.780954811223595,51,737,737 | factor 6985
25879,0.7807669922614626,114,738,738 | factor 25879
21648,0.7805493344377942,47,739,739 | factor 21648
2891,0.7802965653117566,22,740,740 | factor 2891
6831,0.7801212878828356,49,741,741 | factor 6831
5565,0.7801047506891866,115,742,742 | factor 5565
5175,0.7800537102806768,90,743,743 | factor 5175
5277,0.7798375653464461,248,744,744 | factor 5277
20555,0.7797604957120123,24,745,745 | factor 20555
26266,0.779662949457236,121,746,746 | factor 26266
5199,0.7796492815547941,45,747,747 | factor 5199
32381,0.7795632952187194,60,748,748 | factor 32381
10509,0.7795161846697505,20,749,749 | factor 10509
20192,0.7793502810106727,390,750,750 | factor 20192
30374,0.7792446730797392,63,751,751 | factor 30374
26069,0.7792224654817089,20,752,752 | factor 26069
15083,0.7792186025547354,30,753,753 | factor 15083
15660,0.7791108182151136,54,754,754 | factor 15660
24864,0.7790551927423459,42,755,755 | factor 24864
31393,0.7788691389480128,37,756,756 | factor 31393
2352,0.778539859662486,70,757,757 | factor 2352
14212,0.7784419033284156,21,758,758 | factor 14212
19348,0.7783593283417124,31,759,759 | factor 19348
10224,0.7782913346276235,21,760,760 | factor 10224
23713,0.7782640655888491,24,761,761 | factor 23713
10354,0.7782404994468209,452,762,762 | factor 10354
17353,0.7781078957034888,240,763,763 | factor 17353
7911,0.7776514649379574,59,764,764 | factor 7911
6073,0.7774515529771772,33,765,765 | factor 6073
21057,0.7773634574220788,145,766,766 | factor 21057
9152,0.7773291771907151,21,767,767 | factor 9152
1790,0.777325638767513,205,768,768 | factor 1790
23592,0.7768877727175283,56,769,769 | factor 23592
14508,0.7768591086579036,224,770,770 | factor 14508
8100,0.7767283219559352,28,771,771 | factor 8100
18138,0.7765673609113161,60,772,772 | factor 18138
7642,0.7764653529413028,83,773,773 | factor 7642
12479,0.7761613844116082,105,774,774 | factor 12479
16263,0.776154950750782,109,775,775 | factor 16263
21292,0.7760948593529811,33,776,776 | factor 21292
24353,0.7760007250915872,41,777,777 | factor 24353
10240,0.7758632624072758,23,778,778 | factor 10240
14018,0.7757872062531416,273,779,779 | factor 14018
25744,0.7753542681258213,37,780,780 | factor 25744
27406,0.7751317352048558,59,781,781 | factor 27406
27119,0.7750009259683267,30,782,782 | factor 27119
32540,0.7748595309577962,144,783,783 | factor 32540
8389,0.7746374636549085,192,784,784 | factor 8389
3656,0.7745738124237216,35,785,785 | factor 3656
24781,0.7743470437482298,590,786,786 | factor 24781
27917,0.7742522572657253,48,787,787 | factor 27917
20331,0.7742382242595383,753,788,788 | factor 20331
31970,0.7741494783907213,181,789,789 | factor 31970
19199,0.7739048659741671,406,790,790 | factor 19199
12328,0.7737709065319643,25,791,791 | factor 12328
3265,0.7737510843334122,84,792,792 | factor 3265
31792,0.7732944929734452,374,793,793 | factor 31792
9639,0.7732627391388851,122,794,794 | factor 9639
31857,0.7729513469678624,321,795,795 | factor 31857
30554,0.7727623945295198,56,796,796 | factor 30554
3567,0.7726867251692054,668,797,797 | factor 3567
23877,0.7725159518127439,26,798,798 | factor 23877
14745,0.7723801102623148,21,799,799 | factor 14745
1379,0.7721363195581293,155,800,800 | factor 1379
26628,0.7720679462383186,29,801,801 | factor 26628
21109,0.7719765336341423,31,802,802 | factor 21109
32701,0.7718015831218759,21,803,803 | factor 32701
16974,0.771391501574645,39,804,804 | factor 16974
5314,0.7712814423382156,710,805,805 | factor 5314
17955,0.7711934014661062,44,806,806 | factor 17955
7876,0.7711198428085091,29,807,807 | factor 7876
500,0.7709840682418744,25,808,808 | factor 500
1144,0.7703741342589883,20,809,809 | factor 1144
26004,0.7699064855244685,70,810,810 | factor 26004
17522,0.7698184081643316,395,811,811 | factor 17522
7880,0.7696820000004501,51,812,812 | factor 7880
14000,0.7694859799862505,120,813,813 | factor 14000
21671,0.7692719111491947,25,814,814 | factor 21671
5459,0.76915358908535425,143,815,815 | factor 5459
23595,0.7685638165470104,113,816,816 | factor 23595
1556,0.7684315435166678,52,817,817 | factor 1556
29778,0.7683686764463954,48,818,818 | factor 29778
13550,0.7681403575168567,995,819,819 | factor 13550
24179,0.768031112903456,49,820,820 | factor 24179
10721,0.7679833246117611,51,821,821 | factor 10721
18038,0.767927140938956,1256,822,822 | factor 18038
30968,0.7679234833417738,27,823,823 | factor 30968
437,0.7679041288680868,22,824,824 | factor 437
5473,0.7677575428105162,31,825,825 | factor 5473
7985,0.7677444827079745,126,826,826 | factor 7985
31335,0.7677358425478997,63,827,827 | factor 31335
31968,0.767651395008622,25,828,828 | factor 31968
22804,0.7674650014466099,20,829,829 | factor 22804
1479,0.7673487772736068,716,830,830 | factor 1479
7599,0.7673287064087225,29,831,831 | factor 7599
29547,0.7671634979556897,178,832,832 | factor 29547
3227,0.767103366841725,93,833,833 | factor 3227
10817,0.7669953320167039,21,834,834 | factor 10817
3705,0.7669685737375822,47,835,835 | factor 3705
7755,0.7669557933742169,41,836,836 | factor 7755
20682,0.7666710520373353,32,837,837 | factor 20682
964,0.7665829702088224,21,838,838 | factor 964
32002,0.7665778673891154,36,839,839 | factor 32002
13445,0.766545838006537,59,840,840 | factor 13445
198,0.7662675827983855,153,841,841 | factor 198
24007,0.7661978345295538,32,842,842 | factor 24007
11797,0.7656322602369006,496,843,843 | factor 11797
13619,0.7652960269809708,82,844,844 | factor 13619
22383,0.764912295799291,74,845,845 | factor 22383
32129,0.7648688441549065,30,846,846 | factor 32129
673,0.764836839565889,56,847,847 | factor 673
47,0.764607082432813,182,848,848 | factor 47
26832,0.7644775667845772,71,849,849 | factor 26832
32326,0.7643334381125757,22,850,850 | factor 32326
218,0.7641079684412232,23,851,851 | factor 218
10610,0.7637768140288198,49,852,852 | factor 10610
18346,0.7635730804665957,594,853,853 | factor 18346
9037,0.763297818915262,48,854,854 | factor 9037
24554,0.7631066332304746,53,855,855 | factor 24554
5139,0.7629184308488723,58,856,856 | factor 5139
13092,0.7625779372750915,83,857,857 | factor 13092
13592,0.7625151671532175,2080,858,858 | factor 13592
27392,0.7624263362918275,28,859,859 | factor 27392
9291,0.7622990757381558,26,860,860 | factor 9291
32204,0.7622705033726515,161,861,861 | factor 32204
28101,0.7622577082782476,78,862,862 | factor 28101
28470,0.7622029084124718,31,863,863 | factor 28470
19345,0.7620610866506005,361,864,864 | factor 19345
29291,0.7620595002235354,25,865,865 | factor 29291
16924,0.7619283128470298,337,866,866 | factor 16924
15929,0.7618181245701903,600,867,867 | factor 15929
20163,0.761659414485557,153,868,868 | factor 20163
28744,0.7615955042897169,25,869,869 | factor 28744
8381,0.761358403666179,146,870,870 | factor 8381
32168,0.7606747869314718,246,871,871 | factor 32168
4462,0.7606001203590603,20,872,872 | factor 4462
19422,0.7605985428166411,80,873,873 | factor 19422
9146,0.7603907988052636,171,874,874 | factor 9146
14335,0.7603612274939282,39,875,875 | factor 14335
27063,0.7603585170514636,894,876,876 | factor 27063
188,0.7603276526740259,119,877,877 | factor 188
22199,0.7603122056363664,38,878,878 | factor 22199
10818,0.7601865238908013,68,879,879 | factor 10818
30986,0.7600666083427821,66,880,880 | factor 30986
16530,0.7600356602204481,36,881,881 | factor 16530
18113,0.7600270329087508,361,882,882 | factor 18113
29050,0.7599269865940419,34,883,883 | factor 29050
23635,0.7597035475207828,37,884,884 | factor 23635
15809,0.75968896097256855,85,885,885 | factor 15809
2723,0.7596622047866396,81,886,886 | factor 2723
8420,0.7596177975350302,53,887,887 | factor 8420
26989,0.7595870827284058,42,888,888 | factor 26989
9842,0.7594928189226122,110,889,889 | factor 9842
61,0.7592348986320588,49,890,890 | factor 61
12198,0.7591667397955023,134,891,891 | factor 12198
20118,0.7591351779086147,32,892,892 | factor 20118
4539,0.7591153541198186,28,893,893 | factor 4539
12298,0.7590778567802441,91,894,894 | factor 12298
7440,0.7590522138776378,22,895,895 | factor 7440
17444,0.7589977701670282,94,896,896 | factor 17444
27277,0.7589239355538276,132,897,897 | factor 27277
18997,0.7588775983469904,21,898,898 | factor 18997
22281,0.758844814238016,205,899,899 | factor 22281
16453,0.7587488110634366,30,900,900 | factor 16453
26398,0.7586794213321861,91,901,901 | factor 26398
14524,0.758670364086633,325,902,902 | factor 14524
20458,0.7585904043602321,858,903,903 | factor 20458
26863,0.75844057555341,60,904,904 | factor 26863
1942,0.7581441018622833,37,905,905 | factor 1942
11411,0.7580387130293448,57,906,906 | factor 11411
16646,0.7578935107053152,33,907,907 | factor 16646
27699,0.7576589365274169,24,908,908 | factor 27699
16533,0.7576133199409795,39,909,909 | factor 16533
5251,0.7575834366127182,23,910,910 | factor 5251
27053,0.7575219650038354,327,911,911 | factor 27053
5344,0.7574843985283002,27,912,912 | factor 5344
18834,0.7574250566917793,56,913,913 | factor 18834
18146,0.7573894882192854,77,914,914 | factor 18146
17665,0.7571053226460258,94,915,915 | factor 17665
32695,0.7570696476214018,810,916,916 | factor 32695
15800,0.7569732639153925,21,917,917 | factor 15800
10410,0.7569274032490444,227,918,918 | factor 10410
4785,0.756809019676853,57,919,919 | factor 4785
25754,0.7568082956048077,119,920,920 | factor 25754
18861,0.7564674285982951,36,921,921 | factor 18861
5627,0.7562844570831357,396,922,922 | factor 5627
10666,0.7560187752239752,26,923,923 | factor 10666
31052,0.7559492452576322,336,924,924 | factor 31052
11140,0.7557442509405189,135,925,925 | factor 11140
3180,0.7555651838395663,71,926,926 | factor 3180
24953,0.7554216920913646,31,927,927 | factor 24953
17556,0.755140567907038,154,928,928 | factor 17556
16364,0.7547111421584737,104,929,929 | factor 16364
20108,0.7542217606682134,79,930,930 | factor 20108
26159,0.7541100336818511,679,931,931 | factor 26159
15063,0.7538957973755669,256,932,932 | factor 15063
6240,0.7538634496128165,21,933,933 | factor 6240
3527,0.7532012371820608,184,934,934 | factor 3527
8942,0.7531233197931638,51,935,935 | factor 8942
30409,0.753063539700699,492,936,936 | factor 30409
10576,0.7527034005452068,79,937,937 | factor 10576
14477,0.7526924995777757,33,938,938 | factor 14477
20210,0.7521317744263742,27,939,939 | factor 20210
15356,0.7520488205449842,196,940,940 | factor 15356
31324,0.752019006741429,20,941,941 | factor 31324
25288,0.7518608211261615,21,942,942 | factor 25288
21003,0.7517385695835389,35,943,943 | factor 21003
21403,0.7516123181177323,21,944,944 | factor 21403
30665,0.7514776089217787,166,945,945 | factor 30665
8944,0.7513526758298977,32,946,946 | factor 8944
17819,0.7513413110962323,122,947,947 | factor 17819
1207,0.751223424220855,45,948,948 | factor 1207
25346,0.7511756811229691,38,949,949 | factor 25346
18863,0.7509744693572449,24,950,950 | factor 18863
18484,0.7507985866690318,49,951,951 | factor 18484
7078,0.7506855318536626,64,952,952 | factor 7078
8476,0.7505326964389236,23,953,953 | factor 8476
10247,0.7504814130337688,25,954,954 | factor 10247
13765,0.7502638216376488,38,955,955 | factor 13765
16099,0.750139412996138,108,956,956 | factor 16099
32370,0.7500351815914107,293,957,957 | factor 32370
6397,0.7497877701420924,114,958,958 | factor 6397
18539,0.7497751595289451,178,959,959 | factor 18539
15682,0.7495107088305567,30,960,960 | factor 15682
27977,0.7494360855037215,93,961,961 | factor 27977
29064,0.7494323329590885,212,962,962 | factor 29064
7728,0.7493448664136096,54,963,963 | factor 7728
11874,0.7489803912867995,59,964,964 | factor 11874
32266,0.7487172087179046,23,965,965 | factor 32266
27512,0.748686623053922,374,966,966 | factor 27512
12724,0.748476706831665,31,967,967 | factor 12724
27133,0.7482730992865951,49,968,968 | factor 27133
3767,0.7479583596210572,37,969,969 | factor 3767
28625,0.7479483005534673,259,970,970 | factor 28625
29574,0.7478753453326433,33,971,971 | factor 29574
5885,0.7478437597921422,102,972,972 | factor 5885
13125,0.747672474866148,110,973,973 | factor 13125
29804,0.7476399782689039,48,974,974 | factor 29804
15263,0.747568376967507,972,975,975 | factor 15263
13398,0.7474846305091807,35,976,976 | factor 13398
9157,0.7474063300461968,37,977,977 | factor 9157
25031,0.7473322870767316,128,978,978 | factor 25031
28706,0.7468943601411447,156,979,979 | factor 28706
5822,0.7468906489913327,260,980,980 | factor 5822
17701,0.7468671929241445,107,981,981 | factor 17701
1411,0.7467861288301211,49,982,982 | factor 1411
16791,0.7467487342094136,49,983,983 | factor 16791
26609,0.7464812511721832,41,984,984 | factor 26609
375,0.7463950970891556,32,985,985 | factor 375
10741,0.7462738453642404,20,986,986 | factor 10741
13503,0.7461996709392821,34,987,987 | factor 13503
3247,0.7460590756067796,101,988,988 | factor 3247
9130,0.7460551344399038,111,989,989 | factor 9130
16574,0.7459831889113243,65,990,990 | factor 16574
19542,0.7459161686805832,200,991,991 | factor 19542
11238,0.7458811494985221,29,992,992 | factor 11238
26121,0.7458375085933807,103,993,993 | factor 26121
5732,0.7457414431952228,64,994,994 | factor 5732
29529,0.7454310963655857,21,995,995 | factor 29529
1153,0.7453231252018908,31,996,996 | factor 1153
23814,0.7452678512383173,181,997,997 | factor 23814
12296,0.7452473871608732,26,998,998 | factor 12296
30912,0.7450855309488975,365,999,999 | factor 30912
11856,0.7446862382636431,126,1000,1000 | factor 11856
