E3,Magnitude,.draw,PC1,PC2
2.086,1.714579346391814,1,2.376021265559497,-1.29931534244281
2.367,2.0623950413046996,1,2.376021265559497,-1.29931534244281
-1.917,-0.14126272845166396,2,-7.296412171083164,-1.7016942334820404
-1.724,-0.2746711641868157,2,-7.296412171083164,-1.7016942334820404
-1.426,-0.47052250829321984,2,-7.296412171083164,-1.7016942334820404
-1.119,-0.6080446091979379,2,-7.296412171083164,-1.7016942334820404
-1.015,-0.6280282576129385,2,-7.296412171083164,-1.7016942334820404
-0.935,-0.6307448039777738,2,-7.296412171083164,-1.7016942334820404
-0.927,-0.6303333100625638,2,-7.296412171083164,-1.7016942334820404
-0.807,-0.6076573097772384,2,-7.296412171083164,-1.7016942334820404
-0.803,-0.6063385618472834,2,-7.296412171083164,-1.7016942334820404
-0.803,-0.6063385618472834,2,-7.296412171083164,-1.7016942334820404
-0.793,-0.6028751226333503,2,-7.296412171083164,-1.7016942334820404
-0.702,-0.5606690073047792,2,-7.296412171083164,-1.7016942334820404
-0.576,-0.47238211540478325,2,-7.296412171083164,-1.7016942334820404
-0.455,-0.358460319322373,2,-7.296412171083164,-1.7016942334820404
-0.432,-0.33397603504985185,2,-7.296412171083164,-1.7016942334820404
-0.265,-0.13451886276751668,2,-7.296412171083164,-1.7016942334820404
-0.262,-0.13064457772142885,2,-7.296412171083164,-1.7016942334820404
-0.182,-0.02465148484091604,2,-7.296412171083164,-1.7016942334820404
-0.178,-0.01924124872176971,2,-7.296412171083164,-1.7016942334820404
-0.021,0.19449350698133613,2,-7.296412171083164,-1.7016942334820404
-0.015,0.20250527251418374,2,-7.296412171083164,-1.7016942334820404
0.047,0.28333989204771876,2,-7.296412171083164,-1.7016942334820404
0.055,0.29344530156345433,2,-7.296412171083164,-1.7016942334820404
0.195,0.4508800906645254,2,-7.296412171083164,-1.7016942334820404
0.222,0.4756313304329476,2,-7.296412171083164,-1.7016942334820404
0.264,0.5095915289332206,2,-7.296412171083164,-1.7016942334820404
0.297,0.5320792865898897,2,-7.296412171083164,-1.7016942334820404
0.34,0.5554446355109903,2,-7.296412171083164,-1.7016942334820404
0.487,0.5830739528589727,2,-7.296412171083164,-1.7016942334820404
0.665,0.5140184926077623,2,-7.296412171083164,-1.7016942334820404
0.764,0.44226400500381313,2,-7.296412171083164,-1.7016942334820404
1.023,0.25542584417711767,2,-7.296412171083164,-1.7016942334820404
1.132,0.22204498513935117,2,-7.296412171083164,-1.7016942334820404
1.133,0.22192196963379876,2,-7.296412171083164,-1.7016942334820404
1.342,0.2550386727657017,2,-7.296412171083164,-1.7016942334820404
1.465,0.30451943131558823,2,-7.296412171083164,-1.7016942334820404
1.472,0.3073927622229896,2,-7.296412171083164,-1.7016942334820404
2.086,0.49903406716882903,2,-7.296412171083164,-1.7016942334820404
2.367,0.5641844005665141,2,-7.296412171083164,-1.7016942334820404
-1.917,0.9303090104935487,3,1.2558125255260997,-3.0281178719548145
-1.724,0.5891215241110906,3,1.2558125255260997,-3.0281178719548145
-1.426,0.09109964146746247,3,1.2558125255260997,-3.0281178719548145
-1.119,-0.3373106306872383,3,1.2558125255260997,-3.0281178719548145
-1.015,-0.4497288048992982,3,1.2558125255260997,-3.0281178719548145
-0.935,-0.5216752937757215,3,1.2558125255260997,-3.0281178719548145
-0.927,-0.5281241273530782,3,1.2558125255260997,-3.0281178719548145
-0.807,-0.6076848605684954,3,1.2558125255260997,-3.0281178719548145
-0.803,-0.6097676385187891,3,1.2558125255260997,-3.0281178719548145
-0.803,-0.6097676385187891,3,1.2558125255260997,-3.0281178719548145
-0.793,-0.6148101447322261,3,1.2558125255260997,-3.0281178719548145
-0.702,-0.6500289516930811,3,1.2558125255260997,-3.0281178719548145
-0.576,-0.6680556565180892,3,1.2558125255260997,-3.0281178719548145
-0.455,-0.6533982131870284,3,1.2558125255260997,-3.0281178719548145
-0.432,-0.6472136864726981,3,1.2558125255260997,-3.0281178719548145
-0.265,-0.5713251497821833,3,1.2558125255260997,-3.0281178719548145
-0.262,-0.5694793873150885,3,1.2558125255260997,-3.0281178719548145
-0.182,-0.5142346631703485,3,1.2558125255260997,-3.0281178719548145
-0.178,-0.5111719828802063,3,1.2558125255260997,-3.0281178719548145
-0.021,-0.36936447722944815,3,1.2558125255260997,-3.0281178719548145
-0.015,-0.363137498422542,3,1.2558125255260997,-3.0281178719548145
0.047,-0.2955294706725867,3,1.2558125255260997,-3.0281178719548145
0.055,-0.28638852629836087,3,1.2558125255260997,-3.0281178719548145
0.195,-0.11302079719710971,3,1.2558125255260997,-3.0281178719548145
0.222,-0.07706747840651759,3,1.2558125255260997,-3.0281178719548145
0.264,-0.01986422319613797,3,1.2558125255260997,-3.0281178719548145
0.297,0.025991405236436647,3,1.2558125255260997,-3.0281178719548145
0.34,0.0866630919482082,3,1.2558125255260997,-3.0281178719548145
0.487,0.2972311904741276,3,1.2558125255260997,-3.0281178719548145
0.665,0.5437342862768882,3,1.2558125255260997,-3.0281178719548145
0.764,0.6702347633050056,3,1.2558125255260997,-3.0281178719548145
1.023,0.9552540683284682,3,1.2558125255260997,-3.0281178719548145
1.132,1.0561598786905304,3,1.2558125255260997,-3.0281178719548145
1.133,1.0570360347360719,3,1.2558125255260997,-3.0281178719548145
1.342,1.2199851174524972,3,1.2558125255260997,-3.0281178719548145
1.465,1.2961410617390263,3,1.2558125255260997,-3.0281178719548145
1.472,1.300019250441586,3,1.2558125255260997,-3.0281178719548145
2.086,1.4391983364977872,3,1.2558125255260997,-3.0281178719548145
2.367,1.378144158504544,3,1.2558125255260997,-3.0281178719548145
